
GrupoA

~/ensino/private/comp/e2/GrupoA ~/ensino/private/comp/e2
mkdir -p ./build
bison  --defines=./build/parser.h --output=./build/parser.c src/parser.y
flex -i -I -c -o build/lex_scanner.c ./src/scanner.l
gcc    -c -o build/lex_scanner.o build/lex_scanner.c
gcc    -c -o build/parser.o build/parser.c
gcc -g -Wall -I./include -I./build -lfl -c -o build/main.o src/main.c
gcc -g -Wall -I./include -I./build -lfl -o etapa2 build/lex_scanner.o build/parser.o build/main.o
bison -dv parser.y
parser.y: warning: 102 shift/reduce conflicts [-Wconflicts-sr]
parser.y: note: rerun with option '-Wcounterexamples' to generate conflict counterexamples
flex scanner.l
gcc -c lex.yy.c
gcc -c parser.tab.c
gcc -c main.c
gcc lex.yy.o parser.tab.o main.o -o etapa2 -lfl
GrupoQ - asl01 - 0 - ""
GrupoQ - asl02 - 0 - ""
GrupoQ - asl03 - 0 - ""
GrupoQ - asl04 - 0 - ""
GrupoQ - asl05 - 0 - ""
GrupoQ - asl06 - 0 - ""
GrupoQ - asl07 - 0 - ""
GrupoQ - asl08 - 0 - ""
GrupoQ - asl09 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl10 - 1 - "syntax error, unexpected TK_IDENTIFICADOR, expecting end of file at line 2 v ^ "
GrupoQ - asl11 - 1 - "syntax error, unexpected end of file, expecting ';' or ',' at line 3 ^ "
GrupoQ - asl12 - 1 - "syntax error, unexpected TK_OC_LE, expecting ';' or ',' at line 2 int a <= ^ "
GrupoQ - asl13 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl14 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting '}' at line 4 class ^ "
GrupoQ - asl15 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl16 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl17 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl18 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl19 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl20 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl21 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl22 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl23 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl24 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl25 - 0 - ""
GrupoQ - asl26 - 1 - "syntax error, unexpected ';', expecting end of file at line 4 }; ^ "
GrupoQ - asl27 - 0 - ""
GrupoQ - asl28 - 0 - ""
GrupoQ - asl29 - 1 - "syntax error, unexpected '[', expecting ')' at line 2 int f (int a[ ^ "
GrupoQ - asl30 - 0 - ""
GrupoQ - asl31 - 0 - ""
GrupoQ - asl32 - 0 - ""
GrupoQ - asl33 - 0 - ""
GrupoQ - asl34 - 1 - "syntax error, unexpected TK_PR_INT, expecting ';' at line 5 int ^ "
GrupoQ - asl35 - 0 - ""
GrupoQ - asl36 - 0 - ""
GrupoQ - asl37 - 0 - ""
GrupoQ - asl38 - 0 - ""
GrupoQ - asl39 - 0 - ""
GrupoQ - asl40 - 1 - "syntax error, unexpected '[', expecting ';' at line 4 int v[ ^ "
GrupoQ - asl41 - 0 - ""
GrupoQ - asl42 - 0 - ""
GrupoQ - asl43 - 0 - ""
GrupoQ - asl44 - 0 - ""
GrupoQ - asl45 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl46 - 0 - ""
GrupoQ - asl47 - 0 - ""
GrupoQ - asl48 - 0 - ""
GrupoQ - asl49 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl50 - 0 - ""
GrupoQ - asl51 - 0 - ""
GrupoQ - asl52 - 1 - "syntax error, unexpected '+', expecting ';' at line 7 output a+ ^ "
GrupoQ - asl53 - 0 - ""
GrupoQ - asl54 - 0 - ""
GrupoQ - asl55 - 1 - "syntax error, unexpected invalid token at line 5 f(x, . ^ "
GrupoQ - asl56 - 0 - ""
GrupoQ - asl57 - 0 - ""
GrupoQ - asl58 - 0 - ""
GrupoQ - asl59 - 0 - ""
GrupoQ - asl60 - 0 - ""
GrupoQ - asl61 - 1 - "syntax error, unexpected TK_PR_CASE, expecting '}' at line 4 case ^ "
GrupoQ - asl62 - 0 - ""
GrupoQ - asl63 - 0 - ""
GrupoQ - asl64 - 1 - "syntax error, unexpected TK_PR_FOREACH, expecting '}' at line 6 foreach ^ "
GrupoQ - asl65 - 0 - ""
GrupoQ - asl66 - 0 - ""
GrupoQ - asl67 - 1 - "syntax error, unexpected TK_PR_DO, expecting '}' at line 5 do ^ "
GrupoQ - asl68 - 1 - "syntax error, unexpected TK_PR_OUTPUT, expecting TK_IDENTIFICADOR at line 4 for (output ^ "
GrupoQ - asl69 - 1 - "syntax error, unexpected TK_PR_CASE, expecting TK_IDENTIFICADOR at line 4 for (case ^ "
GrupoQ - asl70 - 1 - "syntax error, unexpected TK_PR_SWITCH, expecting '}' at line 6 switch ^ "
GrupoQ - asl71 - 1 - "syntax error, unexpected TK_PR_DO, expecting '}' at line 6 do ^ "
GrupoQ - asl72 - 1 - "syntax error, unexpected '%', expecting ';' at line 5 f() % ^ "
GrupoQ - asl73 - 1 - "syntax error, unexpected '%', expecting ';' at line 5 f() % ^ "
GrupoQ - asl74 - 1 - "syntax error, unexpected '%', expecting ';' at line 5 f() % ^ "
GrupoQ - asl75 - 1 - "syntax error, unexpected '>' at line 5 a = f() %> ^ "
GrupoQ - asl76 - 0 - ""
GrupoQ - asl77 - 0 - ""
GrupoQ - asl78 - 0 - ""
GrupoQ - asl79 - 0 - ""
GrupoQ - asl80 - 0 - ""
GrupoQ - asl81 - 0 - ""
GrupoQ - asl82 - 1 - "syntax error, unexpected ';', expecting TK_IDENTIFICADOR at line 2 int; ^ "
GrupoQ - asl83 - 1 - "syntax error, unexpected ';', expecting end of file at line 2 int minha_funcao(){}; ^ "
GrupoQ - asl84 - 1 - "syntax error, unexpected TK_PR_FLOAT, expecting '{' at line 3 float ^ "
GrupoQ - asl85 - 1 - "syntax error, unexpected ';', expecting '}' at line 4 ; ^ "
GrupoQ - asl86 - 1 - "syntax error, unexpected ')' at line 2 int f (float f, int i,) ^ "
GrupoQ - asl87 - 1 - "syntax error, unexpected TK_IDENTIFICADOR, expecting end of file at line 6 a ^ "
GrupoQ - asl88 - 1 - "syntax error, unexpected '}', expecting '{' at line 6 } ^ "
GrupoQ - asl89 - 1 - "syntax error, unexpected ';' at line 4 output; ^ "
GrupoQ - asl90 - 1 - "syntax error, unexpected ',', expecting ';' at line 7 input a, ^ "
GrupoQ - asl91 - 1 - "syntax error, unexpected ',', expecting ';' at line 7 return a, ^ "
GrupoQ - asl92 - 1 - "syntax error, unexpected '[', expecting ';' at line 4 v[a+1]=5[ ^ "
GrupoQ - asl93 - 1 - "syntax error, unexpected '=', expecting ';' at line 4 f(3)= ^ "
GrupoQ - asl94 - 1 - "syntax error, unexpected TK_PR_DO, expecting ')' at line 4 while (a != 4 do ^ "
GrupoQ - asl95 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl96 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl97 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl98 - 1 - "syntax error, unexpected ']', expecting TK_LIT_INT at line 2 int aux_murilo_n[] ^ "
GrupoQ - asl99 - 1 - "syntax error, unexpected '[', expecting TK_IDENTIFICADOR at line 2 int [ ^ "
GrupoQ - asl100 - 1 - "syntax error, unexpected TK_IDENTIFICADOR, expecting end of file at line 2 func1 ^ "
GrupoQ - asl101 - 1 - "syntax error, unexpected TK_PR_STATIC at line 2 int func1(static ^ "
GrupoQ - asl102 - 1 - "syntax error, unexpected TK_PR_CONST, expecting end of file at line 2 const ^ "
GrupoQ - asl103 - 0 - ""
GrupoQ - asl104 - 1 - "syntax error, unexpected '[', expecting ')' at line 2 int func1(int param1[ ^ "
GrupoQ - asl105 - 1 - "syntax error, unexpected '(', expecting ';' or ',' at line 2 int func1[5]( ^ "
GrupoQ - asl106 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl107 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl108 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl109 - 1 - "syntax error, unexpected TK_PR_CLASS at line 2 static class ^ "
GrupoQ - asl110 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl111 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl112 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl113 - 1 - "syntax error, unexpected TK_PR_CLASS, expecting end of file at line 2 class ^ "
GrupoQ - asl114 - 0 - ""
GrupoQ - asl115 - 1 - "syntax error, unexpected '=', expecting ';' at line 4 char teste = ^ "
GrupoQ - asl116 - 1 - "syntax error, unexpected TK_OC_LE at line 4 a <= ^ "
GrupoQ - asl117 - 1 - "syntax error, unexpected TK_IDENTIFICADOR at line 3 MinhaClasse a ^ "
GrupoQ - asl118 - 1 - "syntax error, unexpected TK_IDENTIFICADOR at line 3 MinhaClasse a ^ "
GrupoQ - asl119 - 1 - "syntax error, unexpected ';', expecting TK_IDENTIFICADOR at line 4 input; ^ "
GrupoQ - asl120 - 0 - ""
GrupoQ - asl121 - 1 - "syntax error, unexpected TK_LIT_INT, expecting '}' at line 4 12 ^ "
GrupoQ - asl122 - 1 - "syntax error, unexpected '{', expecting TK_PR_DO at line 4 while ( 1 ) { ^ "
GrupoQ - asl123 - 1 - "syntax error, unexpected ')' at line 4 while ( ) ^ "
GrupoQ - asl124 - 1 - "syntax error, unexpected TK_PR_WHILE, expecting ';' at line 6 } while ^ "
GrupoQ - asl125 - 1 - "syntax error, unexpected ';' at line 4 return; ^ "
GrupoQ - asl126 - 1 - "syntax error, unexpected TK_PR_SWITCH, expecting '}' at line 4 switch ^ "
GrupoQ - asl127 - 1 - "syntax error, unexpected TK_PR_SWITCH, expecting '}' at line 4 switch ^ "
GrupoQ - asl128 - 1 - "syntax error, unexpected TK_LIT_INT, expecting '(' at line 4 if 1 ^ "
GrupoQ - asl129 - 0 - ""
GrupoQ - asl130 - 1 - "syntax error, unexpected TK_IDENTIFICADOR, expecting '{' at line 5 x ^ "
GrupoQ - asl131 - 1 - "syntax error, unexpected TK_PR_FOREACH, expecting '}' at line 3 foreach ^ "
GrupoQ - asl132 - 1 - "syntax error, unexpected TK_PR_FOREACH, expecting '}' at line 3 foreach ^ "
GrupoQ - asl133 - 1 - "syntax error, unexpected ':', expecting TK_IDENTIFICADOR at line 3 for (: ^ "
GrupoQ - asl134 - 1 - "syntax error, unexpected '+' at line 3 x + ^ "
GrupoQ - asl135 - 1 - "syntax error, unexpected ')' at line 3 x = (1 etapa2 lex.yy.c lex.yy.o main main.c main.o Makefile parser.output parser.tab.c parser.tab.h parser.tab.o parser.y scanner.l tests ) ^ "
GrupoQ - asl136 - 1 - "syntax error, unexpected ';' at line 3 x = 1 + (2; ^ "
GrupoQ - asl137 - 1 - "syntax error, unexpected '+', expecting ';' at line 3 int x <= 1 + ^ "
GrupoQ - asl138 - 0 - ""
GrupoQ - asl139 - 0 - ""
GrupoQ - asl140 - 0 - ""
GrupoQ - asl141 - 0 - ""
GrupoQ - asl142 - 0 - ""
GrupoQ - asl143 - 0 - ""
GrupoQ - asl144 - 0 - ""
GrupoQ - asl145 - 0 - ""
GrupoQ - asl146 - 0 - ""
GrupoQ - asl147 - 0 - ""
GrupoQ - asl148 - 0 - ""
GrupoQ - asl149 - 0 - ""
GrupoQ - asl150 - 0 - ""
GrupoQ - asl151 - 0 - ""
GrupoQ - asl152 - 1 - "syntax error, unexpected ';', expecting TK_IDENTIFICADOR at line 3 int a, b,; ^ "
GrupoQ - asl153 - 0 - ""
GrupoQ - asl154 - 0 - ""
GrupoQ - asl155 - 1 - "syntax error, unexpected TK_IDENTIFICADOR, expecting ';' at line 3 a = (( b etapa2 lex.yy.c lex.yy.o main main.c main.o Makefile parser.output parser.tab.c parser.tab.h parser.tab.o parser.y scanner.l tests 1) + c) and ^ "
GrupoQ - asl156 - 1 - "syntax error, unexpected TK_IDENTIFICADOR, expecting ';' at line 3 a = (( b etapa2 lex.yy.c lex.yy.o main main.c main.o Makefile parser.output parser.tab.c parser.tab.h parser.tab.o parser.y scanner.l tests 1) + c) or ^ "
GrupoQ - asl157 - 0 - ""
GrupoQ - asl158 - 0 - ""
GrupoQ - asl159 - 1 - "syntax error, unexpected ' ', expecting TK_LIT_INT at line 2 int v2[ ^ "
GrupoQ - asl160 - 0 - ""
GrupoQ - asl161 - 0 - ""
GrupoQ - asl162 - 0 - ""
GrupoQ - asl163 - 0 - ""
GrupoQ - asl164 - 1 - "syntax error, unexpected ';', expecting '}' at line 4 if (true) { {}; {}; };; ^ "
GrupoQ - asl165 - 1 - "syntax error, unexpected ';', expecting ':' at line 4 for (x = 0; ^ "
GrupoQ - asl166 - 0 - ""
GrupoQ - asl167 - 0 - ""
GrupoQ - asl168 - 0 - ""
GrupoQ - asl169 - 1 - "syntax error, unexpected TK_LIT_INT, expecting ';' at line 4 x = x+1 1 ^ "
~/ensino/private/comp/e2

GrupoS

~/ensino/private/comp/e2/GrupoS ~/ensino/private/comp/e2
bison -d parser.y
flex scanner.l
gcc -c lex.yy.c parser.tab.c
gcc -c main.c
gcc lex.yy.o main.o parser.tab.o -o etapa2 -ll
GrupoS - asl01 - 0 - "ret: 0"
GrupoS - asl02 - 0 - "ret: 0"
GrupoS - asl03 - 0 - "ret: 0"
GrupoS - asl04 - 0 - "ret: 0"
GrupoS - asl05 - 0 - "ret: 0"
GrupoS - asl06 - 0 - "ret: 0"
GrupoS - asl07 - 0 - "ret: 0"
GrupoS - asl08 - 0 - "ret: 0"
GrupoS - asl09 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl10 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl11 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl12 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl13 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl14 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl15 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl16 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl17 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl18 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl19 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl20 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl21 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl22 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl23 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl24 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl25 - 0 - "ret: 0"
GrupoS - asl26 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl27 - 0 - "ret: 0"
GrupoS - asl28 - 0 - "ret: 0"
GrupoS - asl29 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl30 - 0 - "ret: 0"
GrupoS - asl31 - 0 - "ret: 0"
GrupoS - asl32 - 0 - "ret: 0"
GrupoS - asl33 - 0 - "ret: 0"
GrupoS - asl34 - 1 - "Linha 5: syntax error ret: 1"
GrupoS - asl35 - 0 - "ret: 0"
GrupoS - asl36 - 0 - "ret: 0"
GrupoS - asl37 - 0 - "ret: 0"
GrupoS - asl38 - 0 - "ret: 0"
GrupoS - asl39 - 0 - "ret: 0"
GrupoS - asl40 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl41 - 0 - "ret: 0"
GrupoS - asl42 - 0 - "ret: 0"
GrupoS - asl43 - 0 - "ret: 0"
GrupoS - asl44 - 0 - "ret: 0"
GrupoS - asl45 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl46 - 0 - "ret: 0"
GrupoS - asl47 - 0 - "ret: 0"
GrupoS - asl48 - 0 - "ret: 0"
GrupoS - asl49 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl50 - 0 - "ret: 0"
GrupoS - asl51 - 0 - "ret: 0"
GrupoS - asl52 - 0 - "ret: 0"
GrupoS - asl53 - 0 - "ret: 0"
GrupoS - asl54 - 0 - "ret: 0"
GrupoS - asl55 - 1 - "Linha 5: syntax error ret: 1"
GrupoS - asl56 - 0 - "ret: 0"
GrupoS - asl57 - 0 - "ret: 0"
GrupoS - asl58 - 0 - "ret: 0"
GrupoS - asl59 - 0 - "ret: 0"
GrupoS - asl60 - 0 - "ret: 0"
GrupoS - asl61 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl62 - 1 - "Linha 5: syntax error ret: 1"
GrupoS - asl63 - 1 - "Linha 8: syntax error ret: 1"
GrupoS - asl64 - 1 - "Linha 6: syntax error ret: 1"
GrupoS - asl65 - 1 - "Linha 8: syntax error ret: 1"
GrupoS - asl66 - 1 - "Linha 7: syntax error ret: 1"
GrupoS - asl67 - 1 - "Linha 5: syntax error ret: 1"
GrupoS - asl68 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl69 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl70 - 1 - "Linha 6: syntax error ret: 1"
GrupoS - asl71 - 1 - "Linha 6: syntax error ret: 1"
GrupoS - asl72 - 1 - "Linha 5: syntax error ret: 1"
GrupoS - asl73 - 1 - "Linha 5: syntax error ret: 1"
GrupoS - asl74 - 1 - "Linha 5: syntax error ret: 1"
GrupoS - asl75 - 1 - "Linha 5: syntax error ret: 1"
GrupoS - asl76 - 0 - "ret: 0"
GrupoS - asl77 - 0 - "ret: 0"
GrupoS - asl78 - 0 - "ret: 0"
GrupoS - asl79 - 0 - "ret: 0"
GrupoS - asl80 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl81 - 0 - "ret: 0"
GrupoS - asl82 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl83 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl84 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl85 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl86 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl87 - 1 - "Linha 6: syntax error ret: 1"
GrupoS - asl88 - 1 - "Linha 6: syntax error ret: 1"
GrupoS - asl89 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl90 - 1 - "Linha 7: syntax error ret: 1"
GrupoS - asl91 - 1 - "Linha 7: syntax error ret: 1"
GrupoS - asl92 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl93 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl94 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl95 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl96 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl97 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl98 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl99 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl100 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl101 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl102 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl103 - 0 - "ret: 0"
GrupoS - asl104 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl105 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl106 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl107 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl108 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl109 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl110 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl111 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl112 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl113 - 1 - "Linha 2: syntax error ret: 1"
GrupoS - asl114 - 0 - "ret: 0"
GrupoS - asl115 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl116 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl117 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl118 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl119 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl120 - 0 - "ret: 0"
GrupoS - asl121 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl122 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl123 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl124 - 1 - "Linha 6: syntax error ret: 1"
GrupoS - asl125 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl126 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl127 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl128 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl129 - 1 - "Linha 7: syntax error ret: 1"
GrupoS - asl130 - 1 - "Linha 5: syntax error ret: 1"
GrupoS - asl131 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl132 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl133 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl134 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl135 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl136 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl137 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl138 - 0 - "ret: 0"
GrupoS - asl139 - 0 - "ret: 0"
GrupoS - asl140 - 0 - "ret: 0"
GrupoS - asl141 - 0 - "ret: 0"
GrupoS - asl142 - 0 - "ret: 0"
GrupoS - asl143 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl144 - 0 - "ret: 0"
GrupoS - asl145 - 0 - "ret: 0"
GrupoS - asl146 - 0 - "ret: 0"
GrupoS - asl147 - 0 - "ret: 0"
GrupoS - asl148 - 0 - "ret: 0"
GrupoS - asl149 - 0 - "ret: 0"
GrupoS - asl150 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl151 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl152 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl153 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl154 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl155 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl156 - 1 - "Linha 3: syntax error ret: 1"
GrupoS - asl157 - 0 - "ret: 0"
GrupoS - asl158 - 0 - "ret: 0"
GrupoS - asl159 - 0 - "ret: 0"
GrupoS - asl160 - 0 - "ret: 0"
GrupoS - asl161 - 0 - "ret: 0"
GrupoS - asl162 - 0 - "ret: 0"
GrupoS - asl163 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl164 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl165 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl166 - 0 - "ret: 0"
GrupoS - asl167 - 1 - "Linha 4: syntax error ret: 1"
GrupoS - asl168 - 1 - "Linha 8: syntax error ret: 1"
GrupoS - asl169 - 1 - "Linha 4: syntax error ret: 1"
~/ensino/private/comp/e2

GrupoT

~/ensino/private/comp/e2/GrupoT ~/ensino/private/comp/e2
bison -d parser.y
flex scanner.l
gcc -c lex.yy.c
gcc -c main.c
gcc -o etapa2 lex.yy.o main.o -lfl parser.tab.c parser.tab.h
parser.y: In function ‘yyerror’:
parser.y:249:43: warning: implicit declaration of function ‘get_line_number’ [-Wimplicit-function-declaration]
  249 |     printf( "Erro: %s \n Linha %d \n", s, get_line_number() );
      |                                           ^~~~~~~~~~~~~~~
GrupoT - asl01 - 0 - ""
GrupoT - asl02 - 0 - ""
GrupoT - asl03 - 0 - ""
GrupoT - asl04 - 0 - ""
GrupoT - asl05 - 0 - ""
GrupoT - asl06 - 0 - ""
GrupoT - asl07 - 0 - ""
GrupoT - asl08 - 0 - ""
GrupoT - asl09 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl10 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl11 - 1 - "Erro: syntax error Linha 3 "
GrupoT - asl12 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl13 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl14 - 1 - "Erro: syntax error Linha 4 "
GrupoT - asl15 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl16 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl17 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl18 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl19 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl20 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl21 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl22 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl23 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl24 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl25 - 0 - ""
GrupoT - asl26 - 1 - "Erro: syntax error Linha 4 "
GrupoT - asl27 - 0 - ""
GrupoT - asl28 - 0 - ""
GrupoT - asl29 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl30 - 0 - ""
GrupoT - asl31 - 0 - ""
GrupoT - asl32 - 0 - ""
GrupoT - asl33 - 0 - ""
GrupoT - asl34 - 1 - "Erro: syntax error Linha 5 "
GrupoT - asl35 - 0 - ""
GrupoT - asl36 - 0 - ""
GrupoT - asl37 - 0 - ""
GrupoT - asl38 - 0 - ""
GrupoT - asl39 - 0 - ""
GrupoT - asl40 - 1 - "Erro: syntax error Linha 4 "
GrupoT - asl41 - 0 - ""
GrupoT - asl42 - 0 - ""
GrupoT - asl43 - 0 - ""
GrupoT - asl44 - 0 - ""
GrupoT - asl45 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl46 - 0 - ""
GrupoT - asl47 - 0 - ""
GrupoT - asl48 - 0 - ""
GrupoT - asl49 - 1 - "Erro: syntax error Linha 2 "
GrupoT - asl50 - 0 - ""
GrupoT - asl51 - 0 - ""
GrupoT - asl52 - 1 - "Erro: syntax error Linha 7 "
GrupoT - asl53 - 0 - ""
GrupoT - asl54 - 0 - ""
GrupoT - asl55 - 1 - "Erro: syntax error Linha 5 "
GrupoT - asl56 - 0 - ""
GrupoT - asl57 - 0 - ""
GrupoT - asl58 - 0 - ""
GrupoT - asl59 - 0 - ""
GrupoT - asl60 - 0 - ""
GrupoT - asl61 - 1 - "Erro: syntax error Linha 4 "
GrupoT - asl62 - 0 - ""
GrupoT - asl63 - 0 - ""
GrupoT - asl64 - 1 - "Erro: syntax error Linha 6 "
GrupoT - asl65 - 0 - ""
GrupoT - asl66 - 0 - ""
GrupoT - asl67 - 1 - "Erro: syntax error Linha 5 "
